SEQ,X,Y,Z
928,0.12,-0.18,0.95
929,0.12,-0.18,0.95
930,0.12,-0.18,0.95
931,0.12,-0.17,0.98
932,0.12,-0.18,0.98
933,0.12,-0.18,0.98
934,0.12,-0.18,0.98
935,0.12,-0.18,0.98
936,0.12,-0.18,0.98
937,0.12,-0.18,0.98
938,0.12,-0.18,0.98
939,0.12,-0.18,0.98
940,0.12,-0.18,0.98
941,0.12,-0.18,0.98
942,0.12,-0.18,0.98
943,0.12,-0.18,0.98
944,0.11,-0.19,0.98
945,0.11,-0.19,0.98
946,0.11,-0.19,0.98
947,0.11,-0.19,0.98
948,0.11,-0.19,0.98
949,0.11,-0.19,0.98
950,0.11,-0.17,0.95
951,0.11,-0.17,0.95
952,0.11,-0.17,0.95
953,0.11,-0.17,0.95
954,0.11,-0.17,0.95
955,0.11,-0.17,0.95
956,0.13,-0.18,0.96
957,0.13,-0.18,0.96
958,0.13,-0.18,0.96
959,0.13,-0.18,0.96
960,0.13,-0.18,0.96
961,0.13,-0.18,0.96
962,0.13,-0.18,0.96
963,0.13,-0.18,0.96
964,0.13,-0.18,0.96
965,0.13,-0.18,0.96
966,0.13,-0.18,0.96
967,0.13,-0.18,0.96
968,0.12,-0.19,1.02
969,0.12,-0.19,1.02
970,0.12,-0.19,1.02
971,0.12,-0.19,1.02
972,0.12,-0.19,1.02
973,0.12,-0.19,1.02
974,0.12,-0.19,1.02
975,0.12,-0.19,1.02
976,0.12,-0.19,1.02
977,0.12,-0.19,1.02
978,0.12,-0.19,1.02
979,0.12,-0.19,1.02
980,0.12,-0.19,0.94
981,0.12,-0.19,0.94
982,0.12,-0.19,0.94
983,0.12,-0.19,0.94
984,0.12,-0.19,0.94
985,0.12,-0.19,0.94
986,0.12,-0.19,0.94
987,0.12,-0.19,0.94
988,0.12,-0.19,0.94
989,0.12,-0.19,0.94
990,0.12,-0.19,0.94
991,0.12,-0.19,0.94
992,0.12,-0.19,0.98
993,0.12,-0.19,0.98
994,0.12,-0.19,0.98
995,0.12,-0.19,0.98
996,0.12,-0.19,0.98
997,0.12,-0.19,0.98
998,0.12,-0.19,0.98
999,0.12,-0.19,0.98
