SEQ,X,Y,Z
971,-0.01,-0.03,0.99
972,-0.01,-0.03,0.99
973,-0.01,-0.03,0.99
974,-0.01,-0.03,0.99
975,-0.01,-0.03,0.99
976,-0.01,-0.03,0.99
977,0.02,-0.03,1.01
978,0.02,-0.03,1.01
979,0.02,-0.03,1.01
980,0.02,-0.03,1.01
981,0.02,-0.03,1.01
982,0.02,-0.03,1.01
983,0.02,-0.03,1.01
984,0.02,-0.03,1.01
985,0.02,-0.03,1.01
986,0.02,-0.03,1.01
987,0.02,-0.03,1.01
988,0.02,-0.03,1.01
989,0.01,-0.01,0.99
990,0.01,-0.01,0.99
991,0.01,-0.01,0.99
992,0.01,-0.01,0.99
993,0.01,-0.01,0.99
994,0.01,-0.01,0.99
995,0.01,-0.01,0.99
996,0.01,-0.01,0.99
997,0.01,-0.01,0.99
998,0.01,-0.01,0.99
999,0.01,-0.01,0.99
