SEQ,X,Y,Z
512,-0.01,-0.34,0.97
513,-0.01,-0.34,0.97
514,-0.01,-0.34,0.97
515,-0.01,-0.34,0.97
516,-0.01,-0.34,0.97
517,-0.01,-0.31,0.89
518,-0.01,-0.31,0.89
519,-0.01,-0.31,0.89
520,-0.01,-0.31,0.89
521,-0.01,-0.31,0.89
522,-0.01,-0.31,0.89
523,-0.01,-0.31,0.89
524,-0.01,-0.31,0.89
525,-0.01,-0.31,0.89
526,-0.01,-0.31,0.89
527,-0.01,-0.31,0.89
528,-0.01,-0.31,0.89
529,-0,-0.33,0.88
530,-0,-0.33,0.88
531,-0,-0.33,0.88
532,-0,-0.33,0.88
533,-0,-0.33,0.88
534,-0,-0.33,0.88
535,-0,-0.33,0.88
536,-0,-0.33,0.88
537,-0,-0.33,0.88
538,-0,-0.33,0.88
539,-0,-0.33,0.88
540,-0,-0.33,0.88
541,-0,-0.36,0.92
542,-0.02,-0.36,0.92
543,-0.02,-0.36,0.92
544,-0.02,-0.36,0.92
545,-0.02,-0.36,0.92
546,-0.02,-0.36,0.92
547,-0.02,-0.36,0.92
548,-0.02,-0.36,0.92
549,-0.02,-0.36,0.92
550,0,-0.35,0.99
551,0,-0.35,0.99
552,0,-0.35,0.99
553,0,-0.35,0.99
554,0.02,-0.37,0.96
555,0.02,-0.37,0.96
556,0.02,-0.37,0.96
557,0.02,-0.37,0.96
558,0.02,-0.37,0.96
559,0.02,-0.37,0.96
560,0.02,-0.37,0.96
561,0.02,-0.37,0.96
562,0.02,-0.37,0.96
563,0.02,-0.37,0.96
564,0.02,-0.37,0.96
565,0.02,-0.37,0.96
566,-0.01,-0.34,0.96
567,-0.01,-0.34,0.96
568,-0.01,-0.34,0.96
569,-0.01,-0.34,0.96
570,-0.01,-0.34,0.96
571,-0.01,-0.34,0.96
572,-0.01,-0.34,0.96
573,-0.01,-0.34,0.96
574,-0.01,-0.34,0.96
575,-0.01,-0.34,0.96
576,-0.01,-0.34,0.96
577,-0.01,-0.34,0.96
578,-0.02,-0.32,0.94
579,-0.02,-0.32,0.94
580,-0.02,-0.32,0.94
581,-0.02,-0.32,0.94
582,-0.02,-0.32,0.94
583,-0.02,-0.32,0.94
584,-0.02,-0.32,0.94
585,-0.02,-0.32,0.94
586,-0.02,-0.32,0.94
587,-0.02,-0.32,0.94
588,-0.02,-0.32,0.94
589,-0.02,-0.32,0.94
590,-0.02,-0.31,0.92
591,-0.02,-0.31,0.92
592,-0.02,-0.31,0.92
593,-0.02,-0.31,0.92
594,-0.02,-0.31,0.92
595,-0.02,-0.31,0.92
596,-0.02,-0.31,0.92
597,-0.02,-0.31,0.92
598,-0.02,-0.31,0.92
599,-0.02,-0.31,0.92
600,0,-0.29,0.96
601,0,-0.29,0.96
602,0,-0.29,0.96
603,0,-0.29,0.96
604,0,-0.29,0.96
605,0,-0.33,1
606,0.01,-0.33,1
607,0.01,-0.33,1
608,0.01,-0.33,1
609,0.01,-0.33,1
610,0.01,-0.33,1
611,0.01,-0.33,1
612,0.01,-0.33,1
613,0.01,-0.33,1
614,0.01,-0.33,1
615,0.01,-0.33,1
616,0.01,-0.33,1
617,0.01,-0.3,0.99
618,0,-0.3,0.99
619,0,-0.3,0.99
620,0,-0.3,0.99
621,0,-0.3,0.99
622,0,-0.3,0.99
623,0,-0.3,0.99
624,0,-0.3,0.99
625,0,-0.3,0.99
626,0,-0.3,0.99
627,0,-0.3,0.99
628,0,-0.3,0.99
629,0,-0.3,0.94
630,-0.03,-0.3,0.94
631,-0.03,-0.3,0.94
632,-0.03,-0.3,0.94
633,-0.03,-0.3,0.94
634,-0.03,-0.3,0.94
635,-0.03,-0.3,0.94
636,-0.03,-0.3,0.94
637,-0.03,-0.3,0.94
638,-0.03,-0.3,0.94
639,-0.03,-0.3,0.94
640,-0.03,-0.3,0.94
641,-0.03,-0.3,0.9
642,-0.03,-0.33,0.9
643,-0.03,-0.33,0.9
644,-0.03,-0.33,0.9
645,-0.03,-0.33,0.9
646,-0.03,-0.33,0.9
647,-0.03,-0.33,0.9
648,-0.03,-0.33,0.9
649,-0.03,-0.33,0.9
650,-0.01,-0.34,0.94
651,-0.01,-0.34,0.94
652,-0.01,-0.34,0.96
653,0.01,-0.34,0.96
654,0.01,-0.34,0.96
655,0.01,-0.34,0.96
656,0.01,-0.34,0.96
657,0.01,-0.34,0.96
658,0.01,-0.34,0.96
659,0.01,-0.34,0.96
660,0.01,-0.34,0.96
661,0.01,-0.34,0.96
662,0.01,-0.34,0.96
663,0.01,-0.34,0.96
664,0.01,-0.32,0.94
665,0.01,-0.32,0.94
666,0.01,-0.32,0.94
667,0.01,-0.32,0.94
668,0.01,-0.32,0.94
669,0.01,-0.32,0.94
670,0.01,-0.32,0.94
671,0.01,-0.32,0.94
672,0.01,-0.32,0.94
673,0.01,-0.32,0.94
674,0.01,-0.32,0.94
675,0.01,-0.32,0.94
676,0.01,-0.32,0.97
677,-0.01,-0.32,0.97
678,-0.01,-0.32,0.97
679,-0.01,-0.32,0.97
680,-0.01,-0.32,0.97
681,-0.01,-0.32,0.97
682,-0.01,-0.32,0.97
