SEQ,X,Y,Z
741,0.03,-0,1.01
742,0.03,-0,1.01
743,0.03,-0,1.01
744,0.03,-0,1.01
745,0.03,-0,1.01
746,0.03,-0,1.01
747,0.03,-0,1.01
748,0.03,-0,1.01
749,0.03,-0,1.01
750,0.01,-0.02,0.99
751,0.01,-0.02,0.99
752,0.01,-0.02,0.99
753,0.01,-0.02,0.99
754,0.01,-0.02,0.99
755,0.01,-0.02,0.99
756,0.03,-0.01,0.99
757,0.03,-0.01,0.99
758,0.03,-0.01,0.99
759,0.03,-0.01,0.99
760,0.03,-0.01,0.99
761,0.03,-0.01,0.99
762,0.03,-0.01,0.99
763,0.03,-0.01,0.99
764,0.03,-0.01,0.99
765,0.03,-0.01,0.99
766,0.03,-0.01,0.99
767,0.03,-0.01,0.98
768,0.01,-0.01,0.98
769,0.01,-0.01,0.98
770,0.01,-0.01,0.98
771,0.01,-0.01,0.98
772,0.01,-0.01,0.98
773,0.01,-0.01,0.98
774,0.01,-0.01,0.98
775,0.01,-0.01,0.98
776,0.01,-0.01,0.98
777,0.01,-0.01,0.98
778,0.01,-0.01,0.98
779,0.01,-0.01,1
780,0.03,-0.01,1
781,0.03,-0.01,1
782,0.03,-0.01,1
783,0.03,-0.01,1
784,0.03,-0.01,1
785,0.03,-0.01,1
786,0.03,-0.01,1
787,0.03,-0.01,1
788,0.03,-0.01,1
789,0.03,-0.01,1
790,0.03,-0.01,1
791,0.03,-0.01,0.98
792,0.05,-0.01,0.98
793,0.05,-0.01,0.98
794,0.05,-0.01,0.98
795,0.05,-0.01,0.98
796,0.05,-0.01,0.98
797,0.05,-0.01,0.98
798,0.05,-0.01,0.98
799,0.05,-0.01,0.98
800,0.01,-0.01,0.99
801,0.01,-0.01,0.99
802,0.01,-0.01,0.99
803,0.01,-0.01,0.99
804,0.01,-0.01,0.99
805,0.01,-0.01,0.99
806,0.01,-0.01,0.99
807,0.01,-0.01,0.99
808,0.01,-0.01,0.99
809,0.01,-0.01,0.99
810,0.03,-0.01,1.04
811,0.03,-0.01,1.04
812,0.03,-0.01,1.04
813,0.03,-0.01,1.04
814,0.03,-0.01,1.04
815,0.03,-0.01,1.04
816,0.03,-0.01,1.04
817,0.03,-0.01,1.04
818,0.03,-0.01,1.04
819,0.03,-0.01,1.04
820,0.03,-0.01,1.04
821,0.03,-0.01,1.04
822,0.03,-0.01,1.03
823,0.04,-0.01,1.03
824,0.04,-0.01,1.03
825,0.04,-0.01,1.03
826,0.04,-0.01,1.03
827,0.04,-0.01,1.03
828,0.04,-0.01,1.03
829,0.04,-0.01,1.03
830,0.04,-0.01,1.03
831,0.04,-0.01,1.03
832,0.04,-0.01,1.03
833,0.04,-0.01,1.03
834,0.04,-0.01,1.01
835,0.04,-0.01,1.01
836,0.04,-0.01,1.01
837,0.04,-0.01,1.01
838,0.04,-0.01,1.01
839,0.04,-0.01,1.01
840,0.04,-0.01,1.01
841,0.04,-0.01,1.01
842,0.04,-0.01,1.01
843,0.04,-0.01,1.01
