SEQ,IR1,RED1,IR2,RED2,IR3,RED3,IR4,RED4
528,4720,4288,117260,91776,262143,262143,262143,262143
529,4709,4305,117332,91816,262143,262143,262143,262143
530,4716,4246,117379,91769,262143,262143,262143,262143
531,4748,4288,117410,91854,262143,262143,262143,262143
532,4700,4289,117475,91793,262143,262143,262143,262143
533,4709,4319,117539,91819,262143,262143,262143,262143
534,4724,4269,117296,91765,262143,262143,262143,262143
535,4721,4304,117084,91635,262143,262143,262143,262143
536,4738,4259,117030,91643,262143,262143,262143,262143
537,4723,4254,116944,91635,262143,262143,262143,262143
538,4751,4288,116901,91590,262143,262143,262143,262143
539,4692,4305,116882,91593,262143,262143,262143,262143
540,4728,4307,116949,91643,262143,262143,262143,262143
541,4749,4278,116876,91653,262143,262143,262143,262143
542,4720,4253,116934,91665,262143,262143,262143,262143
543,4727,4280,116933,91684,262143,262143,262143,262143
544,4688,4273,117031,91675,262143,262143,262143,262143
545,4731,4296,117047,91727,262143,262143,262143,262143
546,4711,4313,117132,91680,262143,262143,262143,262143
547,4704,4299,117177,91732,262143,262143,262143,262143
548,4711,4305,117180,91779,262143,262143,262143,262143
549,4728,4268,117269,91745,262143,262143,262143,262143
550,4706,4298,116777,91621,262143,262143,262143,262143
551,4744,4288,116736,91524,262143,262143,262143,262143
552,4707,4315,116645,91533,262143,262143,262143,262143
553,4730,4289,116644,91566,262143,262143,262143,262143
554,4700,4316,116644,91566,262143,262143,262143,262143
555,4723,4277,116615,91571,262143,262143,262143,262143
556,4731,4286,116688,91553,262143,262143,262143,262143
557,4704,4249,116683,91623,262143,262143,262143,262143
558,4736,4297,116767,91581,262143,262143,262143,262143
559,4709,4276,116812,91658,262143,262143,262143,262143
560,4670,4282,116865,91604,262143,262143,262143,262143
561,4666,4283,116910,91681,262143,262143,262143,262143
562,4697,4284,116963,91674,262143,262143,262143,262143
563,4703,4320,117033,91706,262143,262143,262143,262143
564,4705,4247,117054,91715,262143,262143,262143,262143
565,4737,4272,117076,91711,262143,262143,262143,262143
566,4747,4277,116938,91615,262143,262143,262143,262143
567,4708,4268,116632,91550,262143,262143,262143,262143
568,4684,4278,116560,91548,262143,262143,262143,262143
569,4690,4290,116530,91535,262143,262143,262143,262143
570,4719,4275,116425,91504,262143,262143,262143,262143
571,4717,4313,116464,91566,262143,262143,262143,262143
572,4749,4278,116523,91502,262143,262143,262143,262143
573,4730,4267,116500,91554,262143,262143,262143,262143
574,4719,4282,116569,91535,262143,262143,262143,262143
575,4717,4233,116573,91574,262143,262143,262143,262143
576,4720,4330,116672,91610,262143,262143,262143,262143
577,4711,4241,116697,91614,262143,262143,262143,262143
578,4728,4303,116764,91599,262143,262143,262143,262143
579,4707,4271,116885,91670,262143,262143,262143,262143
580,4673,4287,116908,91661,262143,262143,262143,262143
581,4709,4290,116889,91696,262143,262143,262143,262143
582,4697,4291,117013,91736,262143,262143,262143,262143
583,4699,4244,117056,91678,262143,262143,262143,262143
584,4712,4313,116826,91608,262143,262143,262143,262143
585,4712,4277,116643,91595,262143,262143,262143,262143
586,4748,4289,116593,91512,262143,262143,262143,262143
587,4738,4255,116572,91528,262143,262143,262143,262143
588,4717,4282,116479,91536,262143,262143,262143,262143
589,4728,4250,116546,91598,262143,262143,262143,262143
590,4742,4284,116585,91520,262143,262143,262143,262143
591,4709,4293,116605,91572,262143,262143,262143,262143
592,4682,4307,116603,91573,262143,262143,262143,262143
593,4702,4277,116613,91611,262143,262143,262143,262143
594,4667,4276,116718,91566,262143,262143,262143,262143
595,4708,4322,116793,91632,262143,262143,262143,262143
596,4712,4247,116776,91625,262143,262143,262143,262143
597,4678,4282,116908,91660,262143,262143,262143,262143
598,4740,4259,116927,91686,262143,262143,262143,262143
599,4708,4272,116981,91722,262143,262143,262143,262143
600,4741,4273,116560,91519,262143,262143,262143,262143
601,4677,4286,116543,91541,262143,262143,262143,262143
602,4691,4293,116424,91523,262143,262143,262143,262143
603,4720,4307,116514,91539,262143,262143,262143,262143
604,4739,4259,116513,91591,262143,262143,262143,262143
605,4705,4307,116578,91535,262143,262143,262143,262143
606,4738,4247,116567,91611,262143,262143,262143,262143
607,4713,4282,116648,91640,262143,262143,262143,262143
608,4695,4264,116712,91589,262143,262143,262143,262143
609,4683,4298,116735,91632,262143,262143,262143,262143
610,4706,4260,116837,91687,262143,262143,262143,262143
611,4686,4285,116896,91683,262143,262143,262143,262143
612,4703,4266,116922,91713,262143,262143,262143,262143
613,4714,4302,116995,91689,262143,262143,262143,262143
614,4719,4253,117047,91702,262143,262143,262143,262143
615,4739,4279,116781,91600,262143,262143,262143,262143
616,4710,4259,116556,91577,262143,262143,262143,262143
617,4749,4288,116556,91579,262143,262143,262143,262143
618,4727,4267,116491,91516,262143,262143,262143,262143
619,4742,4326,116478,91526,262143,262143,262143,262143
620,4737,4293,116459,91584,262143,262143,262143,262143
621,4709,4294,116534,91565,262143,262143,262143,262143
622,4747,4255,116549,91583,262143,262143,262143,262143
623,4746,4297,116589,91597,262143,262143,262143,262143
624,4713,4283,116589,91626,262143,262143,262143,262143
625,4686,4299,116701,91655,262143,262143,262143,262143
626,4746,4276,116705,91664,262143,262143,262143,262143
627,4719,4287,116821,91661,262143,262143,262143,262143
628,4703,4280,116803,91689,262143,262143,262143,262143
629,4751,4311,116914,91717,262143,262143,262143,262143
630,4714,4288,116971,91746,262143,262143,262143,262143
631,4719,4283,116916,91644,262143,262143,262143,262143
632,4732,4263,116662,91596,262143,262143,262143,262143
633,4742,4288,116587,91548,262143,262143,262143,262143
634,4690,4285,116575,91578,262143,262143,262143,262143
635,4724,4288,116492,91550,262143,262143,262143,262143
636,4703,4290,116434,91571,262143,262143,262143,262143
637,4700,4292,116540,91610,262143,262143,262143,262143
638,4723,4314,116552,91555,262143,262143,262143,262143
639,4731,4309,116618,91602,262143,262143,262143,262143
640,4719,4297,116563,91636,262143,262143,262143,262143
641,4728,4285,116704,91654,262143,262143,262143,262143
642,4757,4294,116727,91670,262143,262143,262143,262143
643,4746,4261,116821,91650,262143,262143,262143,262143
644,4708,4281,116857,91728,262143,262143,262143,262143
645,4703,4323,116948,91708,262143,262143,262143,262143
646,4719,4291,117041,91729,262143,262143,262143,262143
647,4703,4249,116928,91681,262143,262143,262143,262143
648,4747,4282,116686,91601,262143,262143,262143,262143
649,4683,4290,116625,91551,262143,262143,262143,262143
650,4703,4255,116523,91612,262143,262143,262143,262143
651,4718,4282,116600,91574,262143,262143,262143,262143
652,4702,4320,116579,91644,262143,262143,262143,262143
653,4737,4287,116649,91624,262143,262143,262143,262143
654,4693,4283,116715,91653,262143,262143,262143,262143
655,4693,4276,116761,91693,262143,262143,262143,262143
656,4711,4299,116805,91690,262143,262143,262143,262143
657,4713,4259,116857,91728,262143,262143,262143,262143
658,4712,4279,116945,91706,262143,262143,262143,262143
659,4669,4305,116963,91713,262143,262143,262143,262143
660,4719,4280,117080,91705,262143,262143,262143,262143
661,4704,4273,117120,91755,262143,262143,262143,262143
662,4667,4272,116921,91690,262143,262143,262143,262143
663,4729,4268,116741,91588,262143,262143,262143,262143
664,4667,4276,116763,91626,262143,262143,262143,262143
665,4709,4293,116719,91592,262143,262143,262143,262143
666,4696,4278,116693,91619,262143,262143,262143,262143
667,4710,4226,116698,91643,262143,262143,262143,262143
668,4693,4296,116780,91664,262143,262143,262143,262143
669,4721,4272,116748,91670,262143,262143,262143,262143
670,4674,4262,116866,91654,262143,262143,262143,262143
671,4710,4285,116865,91692,262143,262143,262143,262143
672,4709,4297,116923,91688,262143,262143,262143,262143
673,4701,4233,117015,91748,262143,262143,262143,262143
674,4713,4276,117064,91756,262143,262143,262143,262143
675,4701,4253,117070,91782,262143,262143,262143,262143
676,4718,4281,117156,91786,262143,262143,262143,262143
677,4690,4260,117242,91786,262143,262143,262143,262143
678,4658,4276,117267,91781,262143,262143,262143,262143
679,4697,4269,117084,91728,262143,262143,262143,262143
680,4685,4269,116922,91641,262143,262143,262143,262143
681,4696,4253,116940,91689,262143,262143,262143,262143
682,4733,4265,116867,91686,262143,262143,262143,262143
683,4663,4259,116902,91703,262143,262143,262143,262143
684,4749,4260,116985,91668,262143,262143,262143,262143
685,4725,4254,116977,91753,262143,262143,262143,262143
686,4715,4270,117000,91677,262143,262143,262143,262143
687,4697,4260,117055,91733,262143,262143,262143,262143
688,4695,4289,117023,91762,262143,262143,262143,262143
689,4689,4274,117132,91783,262143,262143,262143,262143
690,4697,4261,117208,91744,262143,262143,262143,262143
691,4708,4263,117210,91789,262143,262143,262143,262143
692,4659,4284,117273,91804,262143,262143,262143,262143
693,4681,4249,117315,91828,262143,262143,262143,262143
694,4654,4262,117359,91830,262143,262143,262143,262143
695,4685,4295,117286,91782,262143,262143,262143,262143
696,4698,4267,117066,91714,262143,262143,262143,262143
697,4712,4245,117024,91738,262143,262143,262143,262143
698,4701,4269,117058,91706,262143,262143,262143,262143
699,4674,4256,117026,91701,262143,262143,262143,262143
700,4722,4267,117131,91730,262143,262143,262143,262143
701,4675,4289,117093,91733,262143,262143,262143,262143
702,4708,4281,117230,91763,262143,262143,262143,262143
703,4683,4290,117202,91788,262143,262143,262143,262143
704,4709,4249,117300,91822,262143,262143,262143,262143
705,4714,4235,117352,91808,262143,262143,262143,262143
706,4704,4264,117435,91785,262143,262143,262143,262143
707,4679,4271,117450,91842,262143,262143,262143,262143
708,4677,4299,117476,91855,262143,262143,262143,262143
709,4736,4276,117573,91897,262143,262143,262143,262143
710,4710,4274,117591,91787,262143,262143,262143,262143
711,4734,4253,117356,91764,262143,262143,262143,262143
712,4697,4268,117194,91768,262143,262143,262143,262143
713,4698,4308,117242,91724,262143,262143,262143,262143
714,4713,4249,117260,91723,262143,262143,262143,262143
715,4676,4290,117158,91743,262143,262143,262143,262143
716,4715,4288,117283,91728,262143,262143,262143,262143
717,4741,4239,117264,91765,262143,262143,262143,262143
718,4707,4271,117273,91726,262143,262143,262143,262143
719,4693,4292,117354,91775,262143,262143,262143,262143
720,4726,4261,117345,91776,262143,262143,262143,262143
721,4655,4271,117388,91811,262143,262143,262143,262143
722,4696,4268,117482,91844,262143,262143,262143,262143
723,4683,4268,117512,91841,262143,262143,262143,262143
724,4684,4307,117572,91875,262143,262143,262143,262143
725,4690,4242,117623,91876,262143,262143,262143,262143
726,4726,4256,117688,91852,262143,262143,262143,262143
727,4661,4269,117753,91893,262143,262143,262143,262143
728,4697,4228,117781,91860,262143,262143,262143,262143
729,4701,4268,117622,91804,262143,262143,262143,262143
730,4689,4250,117398,91790,262143,262143,262143,262143
731,4736,4294,117353,91780,262143,262143,262143,262143
732,4715,4282,117411,91806,262143,262143,262143,262143
733,4714,4278,117361,91774,262143,262143,262143,262143
734,4736,4246,117423,91815,262143,262143,262143,262143
735,4698,4266,117462,91762,262143,262143,262143,262143
736,4693,4302,117456,91821,262143,262143,262143,262143
737,4697,4257,117499,91780,262143,262143,262143,262143
738,4731,4251,117510,91849,262143,262143,262143,262143
739,4683,4270,117573,91801,262143,262143,262143,262143
740,4699,4297,117661,91830,262143,262143,262143,262143
741,4706,4267,117628,91850,262143,262143,262143,262143
742,4689,4257,117724,91893,262143,262143,262143,262143
743,4730,4273,117725,91895,262143,262143,262143,262143
744,4703,4264,117812,91911,262143,262143,262143,262143
745,4739,4264,117902,91896,262143,262143,262143,262143
746,4715,4247,117928,91971,262143,262143,262143,262143
747,4692,4267,117907,91847,262143,262143,262143,262143
748,4694,4309,117634,91790,262143,262143,262143,262143
749,4711,4242,117559,91803,262143,262143,262143,262143
750,4689,4290,117644,91809,262143,262143,262143,262143
751,4707,4277,117639,91777,262143,262143,262143,262143
752,4693,4272,117627,91836,262143,262143,262143,262143
753,4675,4274,117686,91868,262143,262143,262143,262143
754,4699,4283,117758,91832,262143,262143,262143,262143
755,4722,4244,117775,91889,262143,262143,262143,262143
756,4703,4271,117817,91889,262143,262143,262143,262143
757,4726,4279,117856,91897,262143,262143,262143,262143
758,4701,4288,117917,91889,262143,262143,262143,262143
759,4711,4277,117923,91941,262143,262143,262143,262143
760,4676,4291,118004,91901,262143,262143,262143,262143
761,4728,4276,118017,91925,262143,262143,262143,262143
762,4714,4283,118070,91977,262143,262143,262143,262143
763,4740,4254,117983,91829,262143,262143,262143,262143
764,4703,4304,117781,91850,262143,262143,262143,262143
765,4716,4272,117728,91821,262143,262143,262143,262143
766,4698,4283,117788,91846,262143,262143,262143,262143
767,4735,4261,117760,91813,262143,262143,262143,262143
768,4667,4264,117818,91855,262143,262143,262143,262143
769,4731,4251,117801,91861,262143,262143,262143,262143
770,4703,4299,117842,91872,262143,262143,262143,262143
771,4697,4247,117827,91894,262143,262143,262143,262143
772,4730,4255,117869,91902,262143,262143,262143,262143
773,4700,4284,117922,91888,262143,262143,262143,262143
774,4713,4251,117998,91922,262143,262143,262143,262143
775,4701,4306,118003,91895,262143,262143,262143,262143
776,4708,4236,117992,91925,262143,262143,262143,262143
777,4734,4265,118061,91985,262143,262143,262143,262143
778,4666,4277,118113,91918,262143,262143,262143,262143
779,4716,4258,118188,91967,262143,262143,262143,262143
780,4693,4284,118137,91916,262143,262143,262143,262143
781,4686,4277,117852,91857,262143,262143,262143,262143
782,4706,4322,117787,91868,262143,262143,262143,262143
783,4723,4271,117808,91836,262143,262143,262143,262143
784,4665,4279,117759,91870,262143,262143,262143,262143
785,4724,4266,117783,91835,262143,262143,262143,262143
786,4683,4303,117845,91825,262143,262143,262143,262143
787,4694,4269,117835,91864,262143,262143,262143,262143
788,4683,4263,117780,91844,262143,262143,262143,262143
789,4717,4263,117855,91892,262143,262143,262143,262143
790,4668,4302,117907,91879,262143,262143,262143,262143
791,4690,4281,117915,91925,262143,262143,262143,262143
792,4645,4282,118006,91884,262143,262143,262143,262143
793,4691,4302,118006,91935,262143,262143,262143,262143
794,4697,4235,118067,91876,262143,262143,262143,262143
795,4712,4302,118095,91971,262143,262143,262143,262143
796,4690,4312,118130,91903,262143,262143,262143,262143
797,4703,4247,118196,91936,262143,262143,262143,262143
798,4674,4303,118037,91859,262143,262143,262143,262143
799,4698,4293,117761,91812,262143,262143,262143,262143
800,4682,4236,117650,91754,262143,262143,262143,262143
801,4676,4313,117620,91774,262143,262143,262143,262143
802,4673,4264,117689,91798,262143,262143,262143,262143
803,4656,4281,117695,91764,262143,262143,262143,262143
804,4686,4271,117695,91805,262143,262143,262143,262143
805,4693,4275,117711,91790,262143,262143,262143,262143
806,4656,4292,117765,91776,262143,262143,262143,262143
807,4687,4289,117788,91817,262143,262143,262143,262143
808,4674,4322,117781,91827,262143,262143,262143,262143
809,4682,4243,117907,91812,262143,262143,262143,262143
810,4663,4284,117896,91878,262143,262143,262143,262143
811,4702,4246,117934,91879,262143,262143,262143,262143
812,4694,4289,118013,91846,262143,262143,262143,262143
813,4687,4260,117949,91813,262143,262143,262143,262143
814,4722,4275,117674,91763,262143,262143,262143,262143
815,4702,4273,117554,91712,262143,262143,262143,262143
816,4657,4275,117525,91678,262143,262143,262143,262143
817,4679,4286,117474,91683,262143,262143,262143,262143
818,4671,4276,117411,91697,262143,262143,262143,262143
819,4659,4308,117466,91686,262143,262143,262143,262143
