time,IR,RED
55.52,222984,216222
55.54,222604,216061
55.56,222259,215878
55.58,222027,215877
55.6,221751,215762
55.62,221572,215687
55.64,221345,215675
55.66,221267,215534
55.68,221248,215565
55.7,221315,215483
55.72,221377,215620
55.74,221510,215602
55.76,221561,215685
55.78,221588,215647
55.8,221626,215717
55.82,221700,215674
55.84,221752,215738
55.86,221839,215663
55.88,221896,215786
55.9,221974,215790
55.92,222077,215815
55.94,222185,215988
55.96,222310,215850
55.98,222356,216004
56,222484,215871
56.02,222560,215986
56.04,222666,216063
56.06,222744,216014
56.08,222836,216142
56.1,222922,216097
56.12,223146,216116
56.14,223080,216278
56.16,223233,216207
56.18,223453,216219
56.2,223391,216428
56.22,223551,216289
56.24,223625,216327
56.26,223721,216512
56.28,223834,216385
56.3,224025,216422
56.32,223947,216604
56.34,224090,216539
56.36,224282,216506
56.38,224277,216695
56.4,224404,216616
56.42,224600,216598
56.44,224511,216814
56.46,224476,216711
56.48,224261,216608
56.5,223796,216568
56.52,223287,216299
56.54,222969,216176
56.56,222593,216102
56.58,222233,215877
56.6,222065,215849
56.62,221857,215805
56.64,221577,215648
56.66,221482,215591
56.68,221394,215598
56.7,221418,215535
56.72,221494,215629
56.74,221606,215582
56.76,221683,215672
56.78,221688,215661
56.8,221729,215709
56.82,221749,215671
56.84,221796,215739
56.86,221924,215703
56.88,221981,215787
56.9,222043,215788
56.92,222107,215793
56.94,222164,215963
56.96,222448,215826
56.98,222421,216048
57,222510,215881
57.02,222622,216022
57.04,222649,215991
57.06,222881,215989
57.08,222875,216192
57.1,222969,216076
57.12,223151,216112
57.14,223110,216295
57.16,223241,216215
57.18,223431,216207
57.2,223392,216378
57.22,223528,216275
57.24,223754,216298
57.26,223682,216490
57.28,223804,216383
57.3,223880,216377
57.32,223988,216589
57.34,224085,216446
57.36,224159,216519
57.38,224262,216590
57.4,224374,216476
57.42,224308,216608
57.44,224119,216559
57.46,223768,216411
57.48,223316,216311
57.5,222928,216141
57.52,222585,215966
57.54,222283,215911
57.56,222002,215810
57.58,221778,215653
57.6,221647,215675
57.62,221471,215591
57.64,221401,215447
57.66,221429,215704
57.68,221622,215449
57.7,221603,215779
57.72,221765,215539
57.74,221695,215783
57.76,221804,215574
57.78,221748,215797
57.8,221885,215569
57.82,221846,215873
57.84,221968,215680
57.86,221970,215839
57.88,222062,215733
57.9,222074,215870
57.92,222266,215795
57.94,222337,215903
57.96,222417,215915
57.98,222646,215914
58,222592,216098
58.02,222691,215950
58.04,222771,216062
58.06,222829,216106
58.08,223009,216056
58.1,223031,216221
58.12,223151,216102
58.14,223211,216165
58.16,223300,216318
58.18,223423,216160
58.2,223420,216269
58.22,223568,216400
58.24,223609,216302
58.26,223760,216358
58.28,223868,216414
58.3,223937,216403
58.32,224051,216496
58.34,224102,216502
58.36,224176,216494
58.38,224015,216564
58.4,223636,216394
58.42,223262,216297
58.44,222798,216165
58.46,222356,215922
58.48,222100,215762
58.5,221744,215790
58.52,221511,215589
58.54,221346,215515
58.56,221047,215549
58.58,220928,215420
58.6,220839,215360
58.62,220868,215421
58.64,220957,215380
58.66,221052,215517
58.68,221106,215435
58.7,221136,215571
58.72,221145,215466
58.74,221174,215615
58.76,221284,215463
58.78,221355,215697
58.8,221484,215509
58.82,221514,215695
58.84,221532,215566
58.86,221700,215674
58.88,221810,215584
58.9,221870,215729
58.92,221900,215776
58.94,222115,215741
58.96,222111,215898
58.98,222245,215837
59,222450,215834
59.02,222407,216035
59.04,222537,215869
59.06,222533,215935
59.08,222669,216102
59.1,222784,215978
59.12,222882,216039
59.14,222954,216215
59.16,223048,216067
59.18,223256,216113
59.2,223197,216308
59.22,223317,216150
59.24,223399,216187
59.26,223450,216381
59.28,223545,216308
59.3,223704,216285
59.32,223547,216447
59.34,223399,216283
59.36,223184,216169
59.38,222605,216160
59.4,222184,215896
59.42,221908,215692
59.44,221437,215722
59.46,221180,215483
59.48,220998,215344
59.5,220642,215422
59.52,220492,215249
59.54,220434,215131
59.56,220342,215248
59.58,220412,215086
59.6,220476,215280
59.62,220612,215200
59.64,220637,215382
59.66,220727,215235
59.68,220724,215391
59.7,220778,215289
59.72,220852,215404
59.74,220875,215350
59.76,221010,215423
59.78,221116,215331
59.8,221192,215480
59.82,221251,215525
59.84,221362,215501
59.86,221503,215714
59.88,221638,215497
59.9,221621,215739
59.92,221791,215630
59.94,222022,215658
59.96,221961,215865
59.98,222047,215701
60,222151,215789
60.02,222264,215817
60.04,222318,215818
60.06,222441,215923
60.08,222566,215912
60.1,222602,215896
60.12,222761,216022
60.14,222873,216058
60.16,222939,216020
60.18,223060,216128
60.2,223191,216155
60.22,223224,216124
60.24,223366,216241
60.26,223451,216267
60.28,223428,216211
60.3,223176,216203
60.32,222803,216118
60.34,222399,215895
60.36,222024,215790
60.38,221716,215672
60.4,221460,215492
60.42,221189,215446
60.44,221019,215519
60.46,220872,215270
60.48,220735,215250
60.5,220677,215352
60.52,220732,215213
60.54,220830,215312
60.56,220958,215302
60.58,221028,215407
60.6,221109,215370
60.62,221149,215435
60.64,221193,215432
60.66,221247,215483
60.68,221319,215446
60.7,221418,215537
60.72,221529,215452
60.74,221622,215584
60.76,221725,215594
60.78,221758,215621
60.8,221889,215784
60.82,222104,215583
60.84,222104,215842
60.86,222199,215729
60.88,222326,215836
60.9,222365,215851
60.92,222600,215880
60.94,222613,216014
60.96,222740,215875
60.98,222827,215953
61,222921,216136
61.02,223038,216076
61.04,223233,216064
61.06,223196,216266
61.08,223347,216203
61.1,223548,216164
61.12,223530,216363
61.14,223667,216270
61.16,223880,216289
61.18,223816,216475
61.2,223883,216368
61.22,223787,216354
61.24,223440,216347
61.26,223095,216124
61.28,222870,216002
61.3,222549,216003
61.32,222379,215819
61.34,222301,215771
61.36,222157,215791
61.38,221960,215655
61.4,221938,215655
61.42,221953,215646
61.44,222013,215510
61.46,222118,215669
61.48,222227,215582
61.5,222271,215713
61.52,222353,215610
61.54,222396,215762
61.56,222470,215643
61.58,222526,215798
61.6,222631,215714
61.62,222688,215845
61.64,222751,215865
61.66,222896,215883
61.68,223009,216085
61.7,223142,215916
61.72,223196,216088
61.74,223304,216019
61.76,223419,216088
61.78,223486,216121
61.8,223730,216116
61.82,223718,216296
61.84,223855,216152
61.86,223887,216232
61.88,224035,216399
61.9,224179,216236
61.92,224219,216349
61.94,224381,216506
61.96,224519,216391
61.98,224610,216471
62,224722,216651
62.02,224857,216534
62.04,224978,216574
62.06,225059,216775
62.08,225201,216639
62.1,225352,216688
62.12,225174,216829
62.14,224960,216660
62.16,224822,216523
62.18,224462,216590
62.2,224373,216405
62.22,224322,216299
62.24,224168,216388
62.26,224052,216231
62.28,224074,216208
62.3,223986,216254
62.32,223936,216176
62.34,223975,216127
62.36,224070,216311
62.38,224168,216209
62.4,224256,216400
62.42,224347,216215
62.44,224426,216439
62.46,224563,216204
62.48,224496,216475
62.5,224589,216242
62.52,224704,216479
62.54,224828,216338
62.56,224863,216490
62.58,224955,216394
62.6,225060,216491
62.62,225165,216415
62.64,225221,216523
62.66,225267,216579
62.68,225500,216534
62.7,225482,216731
62.72,225612,216569
62.74,225662,216676
62.76,225786,216736
62.78,225851,216684
62.8,225963,216811
62.82,226007,216795
62.84,226185,216833
62.86,226243,216933
62.88,226298,216878
62.9,226447,216918
62.92,226507,217050
62.94,226544,216975
62.96,226679,217040
62.98,226725,217097
63,226842,217057
63.02,226999,217093
63.04,226965,217222
63.06,226944,217119
63.08,226852,217081
63.1,226645,217099
63.12,226435,216924
63.14,226341,216904
63.16,226242,216867
63.18,226154,216766
63.2,226078,216690
63.22,226020,216718
63.24,225959,216668
63.26,225948,216613
63.28,225953,216669
63.3,226001,216592
63.32,226079,216677
63.34,226119,216654
63.36,226173,216726
63.38,226214,216648
63.4,226236,216720
63.42,226291,216648
63.44,226319,216716
63.46,226361,216668
63.48,226460,216732
63.5,226477,216669
63.52,226537,216738
63.54,226612,216866
63.56,226769,216673
63.58,226737,216914
63.6,226800,216758
63.62,226878,216858
63.64,226932,216841
63.66,227124,216837
63.68,227057,217022
63.7,227109,216851
63.72,227184,216937
63.74,227262,216955
63.76,227337,216867
63.78,227309,216966
63.8,227459,217086
63.82,227535,216960
63.84,227548,217043
63.86,227629,217166
63.88,227722,217046
63.9,227750,217100
63.92,227849,217262
63.94,227934,217090
63.96,228119,217159
63.98,228030,217329
64,228076,217177
64.02,228091,217183
64.04,227853,217292
64.06,227727,217097
64.08,227728,217026
64.1,227449,217148
64.12,227452,216979
64.14,227444,216940
64.16,227370,217029
64.18,227267,216887
64.2,227295,216924
64.22,227294,216924
64.24,227319,216791
64.26,227373,216892
64.28,227430,216789
64.3,227449,216898
64.32,227477,216758
64.34,227487,216901
64.36,227510,216784
64.38,227550,216915
64.4,227570,216828
64.42,227581,216909
64.44,227608,216867
64.46,227661,216920
64.48,227712,216998
64.5,227867,216837
64.52,227823,217063
64.54,227859,216953
64.56,227935,217005
64.58,228001,216980
64.6,228035,216980
64.62,228090,217155
64.64,228088,216995
64.66,228204,217083
64.68,228192,217101
64.7,228303,217064
64.72,228388,217162
64.74,228432,217142
64.76,228456,217095
64.78,228570,217206
64.8,228642,217183
64.82,228650,217155
64.84,228766,217266
64.86,228856,217249
64.88,228912,217250
64.9,228952,217323
64.92,229032,217386
64.94,229085,217346
64.96,229018,217374
64.98,228922,217359
65,228785,217228
65.02,228679,217234
65.04,228599,217236
65.06,228584,217128
65.08,228440,217140
65.1,228462,217265
65.12,228453,217066
65.14,228383,217092
65.16,228403,217209
65.18,228449,217069
65.2,228502,217154
65.22,228558,217090
65.24,228589,217168
65.26,228634,217125
65.28,228641,217206
65.3,228683,217110
65.32,228705,217209
65.34,228736,217122
65.36,228751,217197
65.38,228826,217136
65.4,228869,217202
65.42,228900,217172
65.44,228911,217191
65.46,229049,217380
65.48,229137,217176
65.5,229128,217362
65.52,229198,217221
65.54,229228,217298
65.56,229267,217344
65.58,229376,217272
65.6,229348,217422
65.62,229443,217399
65.64,229597,217334
65.66,229500,217530
65.68,229602,217427
65.7,229744,217432
65.72,229723,217556
65.74,229788,217489
65.76,229924,217511
65.78,229864,217626
65.8,229971,217559
65.82,230052,217566
65.84,229928,217656
65.86,229740,217495
65.88,229714,217510
65.9,229596,217497
65.92,229552,217395
65.94,229628,217347
65.96,229449,217486
65.98,229464,217351
66,229553,217326
66.02,229448,217453
66.04,229545,217292
66.06,229584,217386
66.08,229652,217316
66.1,229689,217431
66.12,229717,217358
66.14,229685,217426
66.16,229744,217362
66.18,229768,217444
66.2,229804,217374
66.22,229826,217445
66.24,229845,217431
66.26,229832,217419
66.28,229941,217606
66.3,230053,217335
66.32,230011,217588
66.34,230036,217435
66.36,230061,217527
66.38,230127,217503
66.4,230156,217530
66.42,230247,217644
66.44,230290,217520
66.46,230366,217621
66.48,230365,217606
66.5,230470,217653
66.52,230492,217708
66.54,230536,217651
66.56,230653,217694
66.58,230663,217792
66.6,230618,217705
66.62,230613,217735
66.64,230535,217731
66.66,230368,217649
66.68,230368,217611
66.7,230288,217652
66.72,230269,217537
66.74,230268,217542
66.76,230225,217624
66.78,230178,217518
66.8,230290,217556
66.82,230299,217606
66.84,230394,217542
66.86,230442,217683
66.88,230491,217571
66.9,230476,217670
66.92,230495,217577
66.94,230505,217677
66.96,230544,217589
66.98,230546,217663
67,230546,217578
67.02,230626,217658
67.04,230676,217606
67.06,230674,217660
67.08,230701,217695
67.1,230892,217649
67.12,230813,217831
67.14,230856,217659
67.16,230858,217767
67.18,230961,217666
67.2,230939,217736
67.22,231022,217831
67.24,231006,217708
67.26,231108,217802
67.28,231189,217814
67.3,231155,217755
67.32,231258,217848
67.34,231281,217833
67.36,231318,217791
67.38,231314,217886
67.4,231214,217818
67.42,231078,217705
67.44,230937,217732
67.46,230864,217716
67.48,230848,217628
67.5,230787,217641
67.52,230780,217659
67.54,230777,217564
67.56,230700,217598
67.58,230737,217677
67.6,230781,217592
67.62,230839,217671
67.64,230909,217602
67.66,230917,217710
67.68,230966,217624
67.7,230951,217723
67.72,230982,217626
67.74,230986,217702
67.76,231014,217614
67.78,231040,217682
67.8,231078,217611
67.82,231132,217691
67.84,231141,217642
67.86,231177,217680
67.88,231177,217785
67.9,231369,217636
67.92,231314,217850
67.94,231353,217695
67.96,231400,217776
67.98,231367,217763
68,231529,217753
68.02,231506,217873
68.04,231564,217757
68.06,231729,217800
68.08,231627,217957
68.1,231708,217754
68.12,231682,217837
68.14,231776,217966
68.16,231829,217848
68.18,231752,217876
68.2,231727,217957
68.22,231550,217788
68.24,231489,217797
68.26,231328,217786
68.28,231326,217713
68.3,231307,217742
68.32,231233,217666
68.34,231257,217701
68.36,231240,217717
68.38,231205,217618
68.4,231346,217609
68.42,231308,217810
68.44,231443,217534
68.46,231415,217812
68.48,231541,217569
68.5,231455,217819
68.52,231557,217565
68.54,231491,217814
68.56,231610,217568
68.58,231540,217831
68.6,231617,217642
68.62,231588,217797
68.64,231600,217649
68.66,231655,217729
68.68,231710,217682
68.7,231740,217740
68.72,231762,217755
68.74,231805,217724
68.76,231871,217875
68.78,231892,217720
68.8,231938,217783
68.82,231985,217865
68.84,232016,217759
68.86,232084,217887
68.88,232093,217842
68.9,232110,217774
68.92,232201,217874
68.94,232262,217871
68.96,232244,217843
68.98,232311,217913
69,232344,217895
69.02,232204,217841
69.04,232136,217867
69.06,232044,217787
69.08,231958,217698
69.1,231856,217749
69.12,231847,217799
69.14,231832,217619
69.16,231742,217686
69.18,231781,217783
69.2,231780,217575
69.22,231712,217650
69.24,231745,217817
69.26,231836,217610
69.28,231861,217867
69.3,231885,217701
69.32,231905,217824
69.34,231954,217676
69.36,231955,217883
69.38,231961,217658
69.4,231983,217897
69.42,232151,217604
69.44,232089,217839
69.46,232095,217684
69.48,232157,217773
69.5,232209,217685
69.52,232237,217772
69.54,232255,217742
69.56,232228,217775
69.58,232354,217930
69.6,232400,217747
69.62,232418,217824
69.64,232447,217863
69.66,232490,217806
69.68,232559,217876
69.7,232484,217898
69.72,232603,217886
69.74,232635,217924
69.76,232705,217891
69.78,232688,217879
69.8,232808,217961
69.82,232775,217936
69.84,232866,217981
69.86,232871,218038
69.88,232734,217996
69.9,232671,217965
69.92,232531,217942
69.94,232425,217820
69.96,232449,217814
69.98,232325,217907
70,232307,217787
70.02,232403,217726
70.04,232261,217858
70.06,232241,217744
70.08,232377,217723
70.1,232328,217889
70.12,232453,217650
70.14,232412,217885
70.16,232523,217663
70.18,232449,217894
70.2,232524,217636
70.22,232470,217860
70.24,232530,217708
70.26,232507,217874
70.28,232552,217747
70.3,232535,217854
70.32,232617,217785
70.34,232644,217823
70.36,232660,217781
70.38,232644,217799
70.4,232735,217959
70.42,232839,217704
70.44,232786,217949
70.46,232834,217805
70.48,232869,217880
70.5,232837,217888
70.52,232981,217873
70.54,232930,217974
70.56,233023,217851
70.58,233010,217908
70.6,233090,218069
70.62,233159,217880
70.64,233133,217954
70.66,233221,218059
70.68,233197,217920
70.7,233279,218027
70.72,233291,217977
70.74,233216,217926
70.76,233079,217982
70.78,232981,217895
70.8,232839,217816
70.82,232798,217866
70.84,232789,217824
70.86,232710,217746
70.88,232713,217823
70.9,232718,217792
70.92,232694,217742
70.94,232712,217796
70.96,232715,217843
70.98,232807,217808
71,232851,217848
71.02,232886,217843
71.04,232880,217894
71.06,232903,217850
71.08,232910,217884
71.1,232927,217823
71.12,232961,217934
71.14,232945,217815
71.16,233038,217977
71.18,233080,217816
71.2,233073,217925
71.22,233070,217859
71.24,233161,217910
71.26,233188,217849
71.28,233227,217908
71.3,233240,217959
71.32,233219,217899
71.34,233345,217966
71.36,233314,217931
71.38,233418,217913
71.4,233413,218028
71.42,233449,217982
71.44,233539,218007
71.46,233551,218094
71.48,233571,218025
71.5,233680,218029
71.52,233628,218167
71.54,233609,218024
71.56,233585,218068
71.58,233441,218061
71.6,233271,217953
71.62,233240,217904
71.64,233139,217960
71.66,233048,217852
71.68,233074,217862
71.7,233027,217904
71.72,232910,217797
71.74,232954,217839
71.76,232959,217818
71.78,233016,217707
71.8,233054,217803
71.82,233115,217736
71.84,233117,217838
71.86,233147,217748
71.88,233140,217836
71.9,233150,217751
71.92,233152,217822
71.94,233157,217790
71.96,233169,217817
71.98,233129,217890
72,233320,217744
72.02,233254,217959
72.04,233281,217792
72.06,233253,217896
72.08,233364,217810
72.1,233365,217868
72.12,233389,217933
72.14,233463,217821
72.16,233458,217960
72.18,233483,217904
72.2,233637,217882
72.22,233552,218045
72.24,233604,217884
72.26,233775,217908
72.28,233670,218085
72.3,233737,217927
72.32,233860,217962
72.34,233678,218123
72.36,233609,217970
72.38,233485,217907
72.4,233303,217963
72.42,233096,217804
72.44,233068,217802
72.46,232922,217790
72.48,232914,217740
72.5,232927,217630
72.52,232781,217752
72.54,232711,217611
72.56,232782,217641
72.58,232776,217692
72.6,232758,217636
72.62,232880,217657
72.64,232874,217738
72.66,232833,217669
72.68,232934,217691
72.7,232900,217752
72.72,232840,217670
72.74,232911,217688
72.76,232927,217755
72.78,232951,217712
72.8,232931,217655
72.82,233001,217761
72.84,233049,217740
72.86,233036,217725
72.88,233096,217803
72.9,233164,217755
72.92,233212,217738
72.94,233206,217816
72.96,233246,217882
72.98,233311,217828
73,233292,217856
73.02,233346,217938
73.04,233396,217834
73.06,233370,217895
73.08,233441,217963
73.1,233499,217852
73.12,233657,217926
73.14,233556,218070
73.16,233578,217960
73.18,233699,217950
73.2,233500,218099
73.22,233338,217894
73.24,233236,217790
73.26,232882,217906
73.28,232787,217732
73.3,232721,217628
73.32,232562,217731
73.34,232415,217578
73.36,232373,217579
73.38,232307,217565
73.4,232232,217499
73.42,232331,217508
73.44,232315,217611
73.46,232312,217542
73.48,232362,217562
73.5,232386,217613
73.52,232416,217499
73.54,232368,217484
73.56,232422,217572
73.58,232401,217545
73.6,232412,217492
73.62,232422,217584
73.64,232491,217564
73.66,232455,217516
73.68,232524,217605
73.7,232579,217602
73.72,232594,217539
73.74,232626,217621
73.76,232656,217674
73.78,232718,217615
73.8,232728,217676
73.82,232770,217724
73.84,232831,217628
73.86,232791,217685
73.88,232875,217780
73.9,232944,217644
73.92,232929,217727
73.94,232975,217888
73.96,233039,217713
73.98,233005,217758
74,233087,217906
74.02,233171,217745
74.04,233320,217804
74.06,233198,217982
74.08,233263,217883
74.1,233431,217842
74.12,233266,218026
74.14,233155,217858
74.16,233075,217785
74.18,232682,217840
74.2,232534,217675
74.22,232438,217542
74.24,232224,217651
74.26,232089,217468
74.28,232025,217457
74.3,231916,217492
74.32,231790,217408
74.34,231846,217374
74.36,231802,217427
74.38,231825,217323
74.4,231868,217438
74.42,231938,217366
74.44,231921,217469
74.46,231934,217394
74.48,231958,217457
74.5,231955,217351
74.52,231935,217483
74.54,231919,217369
74.56,231905,217440
74.58,232014,217389
74.6,232010,217445
74.62,232047,217441
74.64,232042,217422
74.66,232093,217618
74.68,232204,217379
74.7,232170,217564
74.72,232239,217440
74.74,232262,217517
74.76,232283,217567
74.78,232355,217478
74.8,232383,217612
74.82,232390,217576
74.84,232508,217530
74.86,232423,217702
74.88,232525,217620
74.9,232644,217579
74.92,232526,217753
74.94,232635,217659
74.96,232745,217656
74.98,232722,217800
75,232719,217684
75.02,232839,217750
75.04,232858,217794
75.06,232914,217757
75.08,233030,217760
75.1,232961,217901
75.12,232978,217757
75.14,232885,217768
75.16,232637,217818
75.18,232312,217641
75.2,232163,217564
75.22,231961,217541
75.24,231809,217421
75.26,231743,217383
75.28,231580,217426
75.3,231474,217274
75.32,231456,217275
75.34,231391,217333
75.36,231428,217169
75.38,231446,217272
75.4,231484,217181
75.42,231501,217293
75.44,231526,217213
75.46,231492,217306
75.48,231509,217149
75.5,231490,217307
75.52,231512,217153
75.54,231499,217276
75.56,231462,217284
75.58,231531,217245
75.6,231551,217415
75.62,231575,217254
75.64,231592,217374
75.66,231635,217288
75.68,231679,217359
75.7,231698,217354
75.72,231856,217332
75.74,231778,217509
75.76,231825,217363
75.78,231845,217408
75.8,231836,217451
75.82,231909,217413
75.84,231917,217493
75.86,231970,217470
75.88,232070,217459
75.9,232062,217590
75.92,232051,217525
75.94,232143,217574
75.96,232190,217610
75.98,232193,217581
76,232331,217602
76.02,232333,217704
76.04,232305,217613
76.06,232304,217650
76.08,232121,217641
76.1,231842,217522
76.12,231662,217425
76.14,231390,217426
76.16,231134,217268
76.18,231064,217232
76.2,230885,217229
76.22,230790,217136
76.24,230788,217091
76.26,230640,217163
76.28,230590,217048
76.3,230696,217079
76.32,230709,217160
76.34,230666,217101
76.36,230721,217143
76.38,230692,217195
76.4,230714,217103
76.42,230735,217136
76.44,230708,217227
76.46,230633,217142
76.48,230701,217140
76.5,230754,217221
76.52,230700,217158
76.54,230810,217198
76.56,230835,217264
76.58,230791,217205
76.6,230891,217222
76.62,230944,217288
76.64,230987,217287
76.66,230977,217229
76.68,231042,217336
76.7,231112,217350
76.72,231131,217322
76.74,231183,217406
76.76,231248,217414
76.78,231201,217392
76.8,231284,217461
76.82,231334,217455
76.84,231399,217393
76.86,231383,217501
76.88,231471,217581
76.9,231546,217476
76.92,231579,217577
76.94,231632,217620
76.96,231677,217573
76.98,231633,217634
77,231512,217664
77.02,231276,217454
77.04,230928,217426
77.06,230631,217492
77.08,230404,217154
77.1,230113,217154
77.12,229970,217231
77.14,229833,216972
77.16,229676,216985
77.18,229501,217103
77.2,229444,216922
77.22,229482,216879
77.24,229357,217048
77.26,229409,216979
77.28,229515,216926
77.3,229360,217077
77.32,229400,216979
77.34,229444,216951
77.36,229377,217071
77.38,229313,216924
77.4,229371,216975
77.42,229374,217027
77.44,229318,216953
77.46,229439,217021
77.48,229463,217091
77.5,229447,217041
77.52,229561,217087
77.54,229575,217157
77.56,229535,217120
77.58,229637,217122
77.6,229683,217193
77.62,229755,217169
77.64,229766,217114
77.66,229838,217231
77.68,229874,217223
77.7,229918,217240
77.72,229973,217313
77.74,230044,217308
77.76,230039,217265
77.78,230126,217344
77.8,230191,217383
77.82,230166,217349
77.84,230272,217432
77.86,230350,217468
77.88,230353,217399
77.9,230462,217504
77.92,230530,217488
77.94,230579,217449
77.96,230490,217524
77.98,230294,217566
78,230007,217333
78.02,229646,217254
78.04,229329,217206
78.06,229093,216993
78.08,228789,216989
78.1,228628,217026
78.12,228460,216830
78.14,228285,216797
78.16,228128,216879
78.18,228036,216697
78.2,228109,216672
78.22,228005,216836
78.24,228032,216714
78.26,228151,216701
78.28,227983,216855
78.3,228026,216770
78.32,228058,216745
78.34,228017,216844
78.36,227967,216748
78.38,228069,216753
78.4,228025,216862
78.42,228060,216782
78.44,228168,216794
78.46,228154,216941
78.48,228165,216842
78.5,228265,216913
78.52,228281,216952
78.54,228334,216921
78.56,228483,216962
78.58,228442,217081
78.6,228498,216976
78.62,228613,217037
78.64,228659,217132
78.66,228621,217031
78.68,228755,217087
78.7,228814,217138
78.72,228880,217084
78.74,228910,217084
78.76,229002,217197
78.78,229063,217168
78.8,229066,217145
78.82,229187,217250
78.84,229272,217234
78.86,229317,217198
78.88,229392,217314
78.9,229461,217361
78.92,229546,217304
78.94,229547,217375
78.96,229489,217368
78.98,229228,217262
79,228879,217198
79.02,228538,217104
79.04,228263,216876
79.06,227904,216838
79.08,227740,216878
79.1,227556,216637
79.12,227309,216639
79.14,227189,216721
79.16,227076,216496
79.18,226974,216491
79.2,227014,216674
79.22,227163,216428
79.24,227072,216742
79.26,227212,216469
79.28,227100,216743
79.3,227195,216470
79.32,227097,216740
79.34,227190,216487
79.36,227095,216742
79.38,227126,216594
79.4,227145,216687
79.42,227223,216659
79.44,227244,216704
79.46,227306,216675
79.48,227331,216706
79.5,227383,216871
79.52,227506,216734
79.54,227539,216854
79.56,227607,216789
79.58,227656,216839
79.6,227738,216991
79.62,227754,216860
79.64,227856,216928
79.66,227937,216917
79.68,227933,216919
79.7,228027,216986
79.72,228115,216979
79.74,228104,216934
79.76,228205,217037
79.78,228299,217037
79.8,228357,217002
79.82,228412,217111
79.84,228498,217179
79.86,228605,217119
79.88,228603,217168
79.9,228645,217291
79.92,228543,217128
79.94,228209,217075
79.96,227880,217039
79.98,227574,216758
80,227236,216748
80.02,227039,216795
80.04,226871,216579
80.06,226642,216543
80.08,226525,216620
80.1,226473,216372
80.12,226401,216431
80.14,226447,216466
80.16,226492,216421
80.18,226524,216506
80.2,226556,216529
80.22,226585,216475
80.24,226590,216552
80.26,226583,216558
80.28,226548,216485
80.3,226621,216582
80.32,226617,216571
80.34,226689,216571
80.36,226754,216624
80.38,226795,216642
80.4,226796,216592
80.42,226903,216691
80.44,227008,216691
80.46,227019,216702
80.48,227114,216758
80.5,227193,216767
80.52,227259,216760
80.54,227271,216807
80.56,227388,216910
80.58,227440,216817
80.6,227508,216882
80.62,227559,216972
80.64,227656,216894
80.66,227728,216972
80.68,227721,216974
80.7,227856,217009
80.72,227939,217053
80.74,227976,217042
80.76,228091,217090
80.78,227952,217142
80.8,227743,216975
80.82,227519,216884
80.84,227015,216903
80.86,226743,216647
80.88,226585,216563
80.9,226190,216630
80.92,226056,216360
80.94,225810,216343
80.96,225700,216437
80.98,225614,216204
81,225520,216238
81.02,225579,216338
81.04,225677,216200
81.06,225652,216285
81.08,225721,216448
81.1,225776,216299
81.12,225897,216326
81.14,225772,216490
81.16,225807,216360
81.18,225941,216357
81.2,225831,216521
81.22,225922,216413
81.24,226058,216406
81.26,226075,216555
81.28,226105,216493
81.3,226249,216512
81.32,226234,216633
81.34,226349,216556
81.36,226481,216599
81.38,226532,216719
81.4,226535,216633
81.42,226677,216675
81.44,226743,216773
81.46,226747,216721
81.48,226889,216770
81.5,226945,216856
81.52,226973,216758
81.54,227123,216816
81.56,227165,216889
81.58,227164,216853
81.6,227328,216884
81.62,227409,216988
81.64,227437,216935
81.66,227549,216947
81.68,227566,217048
81.7,227335,216944
81.72,227111,216888
81.74,226731,216773
81.76,226362,216594
81.78,225938,216458
81.8,225682,216421
81.82,225450,216293
81.84,225201,216177
81.86,224981,216173
81.88,224804,216108
81.9,224696,215985
81.92,224617,216031
81.94,224662,215980
81.96,224688,216058
81.98,224769,216024
82,224827,216125
82.02,224848,216091
82.04,224862,216170
82.06,224898,216121
82.08,224913,216188
82.1,224955,216105
82.12,224999,216216
82.14,225031,216221
82.16,225244,216239
82.18,225209,216400
82.2,225272,216246
82.22,225322,216388
82.24,225463,216343
82.26,225550,216417
82.28,225592,216407
82.3,225786,216408
82.32,225739,216597
82.34,225851,216446
82.36,225859,216498
82.38,225980,216655
82.4,226042,216534
82.42,226145,216629
82.44,226213,216634
82.46,226266,216595
82.48,226359,216699
82.5,226460,216695
82.52,226522,216663
82.54,226597,216776
82.56,226700,216821
82.58,226714,216791
82.6,226864,216854
82.62,226850,216890
82.64,226844,216887
82.66,226645,216879
82.68,226231,216713
82.7,225894,216610
82.72,225536,216520
82.74,225186,216336
82.76,224982,216272
82.78,224694,216282
82.8,224466,216101
82.82,224351,215979
82.84,224102,216089
82.86,224027,215940
82.88,224021,215952
82.9,224085,215998
82.92,224164,216009
82.94,224216,216088
82.96,224281,216063
82.98,224299,216156
83,224301,216083
83.02,224337,216232
83.04,224376,216120
83.06,224493,216306
83.08,224612,216082
83.1,224605,216295
83.12,224688,216184
83.14,224685,216281
83.16,224869,216221
83.18,224918,216299
83.2,224931,216389
83.22,225202,216273
83.24,225161,216497
83.26,225276,216358
83.28,225334,216448
83.3,225415,216517
83.32,225477,216453
83.34,225583,216577
83.36,225603,216529
83.38,225768,216600
83.4,225834,216666
83.42,225852,216622
83.44,225960,216603
83.46,226028,216710
83.48,226144,216700
83.5,226144,216700
83.52,226290,216788
83.54,226409,216787
83.56,226411,216802
83.58,226546,216886
